0,-1
-310/807,-485/807
-102/269,-485/807
-100/269,-485/807
-98/269,-485/807
28/269,-485/807
86/807,-485/807
30/269,-485/807
36/269,-485/807
110/807,-485/807
116/807,-485/807
-146/269,-161/269
-392/807,-161/269
-386/807,-161/269
-128/269,-161/269
-124/269,-161/269
-108/269,-161/269
-316/807,-161/269
-314/807,-161/269
-310/807,-161/269
-304/807,-161/269
-100/269,-161/269
-298/807,-161/269
-296/807,-161/269
-98/269,-161/269
86/807,-161/269
88/807,-161/269
30/269,-161/269
104/807,-161/269
106/807,-161/269
36/269,-161/269
112/807,-161/269
116/807,-161/269
-146/269,-481/807
-436/807,-481/807
-434/807,-481/807
-392/807,-481/807
-130/269,-481/807
-388/807,-481/807
-386/807,-481/807
-128/269,-481/807
-382/807,-481/807
-334/807,-481/807
-332/807,-481/807
-328/807,-481/807
-326/807,-481/807
-108/269,-481/807
-104/269,-481/807
-304/807,-481/807
-302/807,-481/807
-100/269,-481/807
100/807,-481/807
34/269,-481/807
104/807,-481/807
36/269,-481/807
-434/807,-479/807
-144/269,-479/807
-430/807,-479/807
-128/269,-479/807
-338/807,-479/807
-332/807,-479/807
-110/269,-479/807
-328/807,-479/807
-108/269,-479/807
-314/807,-479/807
-104/269,-479/807
-310/807,-479/807
-102/269,-479/807
-304/807,-479/807
100/807,-479/807
74/269,-479/807
-430/807,-159/269
-128/269,-159/269
-382/807,-159/269
-380/807,-159/269
-126/269,-159/269
-332/807,-159/269
-328/807,-159/269
-326/807,-159/269
-108/269,-159/269
-322/807,-159/269
-106/269,-159/269
-104/269,-159/269
-310/807,-159/269
-308/807,-159/269
-102/269,-159/269
100/807,-159/269
34/269,-159/269
104/807,-159/269
110/807,-159/269
116/807,-159/269
122/807,-159/269
142/807,-159/269
50/269,-159/269
-144/269,-475/807
-430/807,-475/807
-126/269,-475/807
-376/807,-475/807
